"#","Game","Release date","Price","Score rank(Userscore / Metascore)","Owners","Playtime (Median)","Developer(s)","Publisher(s)"
"1421","Grim Legends: The Forsaken Bride","Aug 21, 2014","$14.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Artifex Mundi","Artifex Mundi"
"1427","Shan Gui (山桂)","Aug 19, 2014","$0.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Magenta Factory","Ju Cai"
"1429","Castlevania: Lords of Shadow – Mirror of Fate HD","Mar 27, 2014","$14.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","MercurySteam","KONAMI"
"1432","bit Dungeon II","Dec 15, 2014","$3.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Kinto Games LLC","Kinto Games LLC"
"1433","Circuits","Apr 17, 2014","$4.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Digital Tentacle","Digital Tentacle"
"1437","Hard Truck Apocalypse / Ex Machina","Mar 14, 2014","$7.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Targem Games","ESDigital Games"
"1444","Angvik","Feb 24, 2014","$2.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Alastair John Jack","Alastair John Jack"
"1450","Hexcells Plus","Feb 19, 2014","$2.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Matthew Brown","Matthew Brown"
"1454","Lifeless Planet Premier Edition","Jun 6, 2014","$7.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Stage 2 Studios","Serenity Forge"
"1458","Epic Battle Fantasy 4","Feb 25, 2014","$14.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","Matt Roszak","Matt Roszak"
"1463","Krita","Jun 10, 2014","$9.99","N/A (N/A)","100,000 .. 200,000","33:05 (16:32)","Krita Team, Krita Community Contributors","Krita Team"
"1470","Hexcells Infinite","Sep 1, 2014","$4.99","N/A (N/A)","100,000 .. 200,000","00:42 (00:21)","Matthew Brown","Matthew Brown"
"1472","If My Heart Had Wings","Nov 24, 2014","$14.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","MoeNovel","MoeNovel"
"1480","Murder Miners","Jul 25, 2014","$2.99","N/A (N/A)","100,000 .. 200,000","00:00 (00:00)","JForce Games","JForce Games"
"3","Descent 3","Apr 15, 2014","$9.99","N/A (N/A/89%)","50,000 .. 100,000","00:00 (00:00)","Outrage Entertainment","Interplay Inc."
"22","Terrian Saga: KR-17","Jul 9, 2014","$4.99","N/A (N/A/83%)","50,000 .. 100,000","00:00 (00:00)","Wonderfling","Digital Tribe"
"24","The Floor is Jelly","May 30, 2014","$9.99","N/A (N/A/83%)","50,000 .. 100,000","00:00 (00:00)","Auren Snyder","Auren Snyder"
"32","Ether One","Mar 25, 2014","$19.99","N/A (N/A/82%)","50,000 .. 100,000","00:00 (00:00)","White Paper Games","White Paper Games"
"39","Company of Heroes 2 - Ardennes Assault","Nov 17, 2014","$19.99","N/A (N/A/81%)","50,000 .. 100,000","00:00 (00:00)","Relic Entertainment, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)"
"48","1001 Spikes","Jun 3, 2014","$14.99","N/A (N/A/80%)","50,000 .. 100,000","00:00 (00:00)","Nicalis, Inc.","Nicalis, Inc."
"59","Half Minute Hero: The Second Coming","Apr 4, 2014","$9.99","N/A (N/A/79%)","50,000 .. 100,000","00:00 (00:00)","Opus","Marvelous"
"67","The Journey Down: Chapter Two","Aug 25, 2014","$14.99","N/A (N/A/78%)","50,000 .. 100,000","00:00 (00:00)","SkyGoblin","SkyGoblin"
"78","MoonBase Commander","Feb 6, 2014","$5.99","N/A (N/A/77%)","50,000 .. 100,000","00:00 (00:00)","Humongous Entertainment","Rebellion"
"80","Actual Sunlight","Apr 3, 2014","$4.99","N/A (N/A/77%)","50,000 .. 100,000","00:00 (00:00)","WZOGI","WZOGI"
"90","GoD Factory: Wingmen","Aug 29, 2014","$19.99","N/A (N/A/76%)","50,000 .. 100,000","00:00 (00:00)","Nine Dots Studio","Nine Dots Studio"
"91","MotoGP14","Jun 20, 2014","$5.99","N/A (N/A/76%)","50,000 .. 100,000","00:00 (00:00)","Milestone S.r.l.","Plug In Digital, Milestone S.r.l."
"93","Escape Goat 2","Mar 24, 2014","$9.99","N/A (N/A/76%)","50,000 .. 100,000","00:00 (00:00)","MagicalTimeBean","Double Fine Presents"
"101","The Samaritan Paradox","Mar 20, 2014","$0.99","N/A (N/A/75%)","50,000 .. 100,000","00:00 (00:00)","Faravid Interactive","Screen 7"
"104","FRACT OSC","Apr 22, 2014","$14.99","N/A (N/A/75%)","50,000 .. 100,000","00:00 (00:00)","Phosfiend Systems","Phosfiend Systems"
"117","TRI: Of Friendship and Madness","Oct 9, 2014","$14.99","N/A (N/A/74%)","50,000 .. 100,000","00:00 (00:00)","Rat King Entertainment","Rat King Entertainment"
"118","Our Darker Purpose","Jan 29, 2014","$14.99","N/A (N/A/74%)","50,000 .. 100,000","00:00 (00:00)","Avidly Wild Games","Avidly Wild Games"
"123","Pier Solar and the Great Architects","Sep 29, 2014","$14.99","N/A (N/A/73%)","50,000 .. 100,000","00:00 (00:00)","WaterMelon","WaterMelon"
"125","Letter Quest: Grimm's Journey","Nov 20, 2014","$7.99","N/A (N/A/73%)","50,000 .. 100,000","00:00 (00:00)","Bacon Bandit Games","Digerati"
"127","Paper Sorcerer","Jan 22, 2014","$4.99","N/A (N/A/73%)","50,000 .. 100,000","00:00 (00:00)","Ultra Runaway Games","Ultra Runaway Games"
"143","The Last Federation","Apr 18, 2014","$4.99","N/A (N/A/72%)","50,000 .. 100,000","00:00 (00:00)","Arcen Games, LLC","Arcen Games, LLC"
"145","Qbeh-1: The Atlas Cube","May 15, 2014","$9.99","N/A (N/A/72%)","50,000 .. 100,000","00:00 (00:00)","Liquid Flower","Digital Tribe"
"146","10 Second Ninja","Mar 5, 2014","$1.99","N/A (N/A/72%)","50,000 .. 100,000","00:00 (00:00)","Four Circle Interactive","Mastertronic"
"147","Space Hulk: Ascension","Nov 12, 2014","N/A","N/A (N/A/72%)","50,000 .. 100,000","00:00 (00:00)","Full Control Studios","Full Control"
"153","To End All Wars","Aug 29, 2014","$39.99","N/A (N/A/71%)","50,000 .. 100,000","00:00 (00:00)","Ageod","Slitherine Ltd."
"155","The Lost Crown","Jun 6, 2014","$9.99","N/A (N/A/71%)","50,000 .. 100,000","00:00 (00:00)","Darkling Room","Iceberg Interactive"
"159","Lords of Xulima","Nov 14, 2014","$19.99","N/A (N/A/71%)","50,000 .. 100,000","00:00 (00:00)","Numantian Games","Numantian Games"
"167","Nostradamus: The Last Prophecy","Apr 24, 2014","$4.99","N/A (N/A/70%)","50,000 .. 100,000","00:00 (00:00)","Microids","Microids"
"168","Soulbringer","Mar 13, 2014","$2.99","N/A (N/A/70%)","50,000 .. 100,000","00:00 (00:00)","Infogames Europe SA","Funbox Media Ltd"
"169","Richard & Alice","Jun 5, 2014","$5.99","N/A (N/A/70%)","50,000 .. 100,000","00:00 (00:00)","Owl Cave","Owl Cave"
"172","Crowntakers","Nov 7, 2014","$9.99","N/A (N/A/70%)","50,000 .. 100,000","00:00 (00:00)","Bulwark Studios","Kasedo Games"
"184","The Marvellous Miss Take","Nov 20, 2014","$19.99","N/A (N/A/69%)","50,000 .. 100,000","00:00 (00:00)","Wonderstruck","Wonderstruck"
"192","Metrocide","Dec 15, 2014","$12.99","N/A (N/A/68%)","50,000 .. 100,000","00:00 (00:00)","Flat Earth Games","Flat Earth Games"
"196","SPACECOM","Sep 17, 2014","$9.99","N/A (N/A/68%)","50,000 .. 100,000","00:00 (00:00)","Flow Combine","11 bit studios"
"200","Warhammer 40,000: Armageddon","Nov 26, 2014","$39.99","N/A (N/A/68%)","50,000 .. 100,000","00:00 (00:00)","Flashback Games, The Lordz Games Studio","Slitherine Ltd."
"214","Eschalon: Book III","Feb 14, 2014","$9.99","N/A (N/A/67%)","50,000 .. 100,000","00:00 (00:00)","Basilisk Games","Basilisk Games"
"216","Platformines","Mar 28, 2014","$0.99","N/A (N/A/67%)","50,000 .. 100,000","00:00 (00:00)","Magiko Gaming","BANDAI NAMCO Entertainment"
"217","Dracula: The Resurrection","Apr 17, 2014","$4.99","N/A (N/A/67%)","50,000 .. 100,000","00:00 (00:00)","Microids","Microids"
"222","Flockers","Sep 19, 2014","$2.49","N/A (N/A/66%)","50,000 .. 100,000","00:00 (00:00)","Team17 Digital Ltd","Team17 Digital Ltd"
"224","Wrack","Sep 30, 2014","$9.99","N/A (N/A/66%)","50,000 .. 100,000","00:00 (00:00)","Final Boss Entertainment","Final Boss Entertainment"
"225","Silence of the Sleep","Oct 1, 2014","$4.99","N/A (N/A/66%)","50,000 .. 100,000","00:00 (00:00)","Jesse Makkonen","Jesse Makkonen"
"227","The Yawhg","Feb 27, 2014","$9.99","N/A (N/A/66%)","50,000 .. 100,000","00:00 (00:00)","Damian Sommer, Emily Carroll","Damian Sommer"
"240","Warrior Kings: Battles","May 6, 2014","$8.99","N/A (N/A/64%)","50,000 .. 100,000","00:00 (00:00)","Black Cactus","Strategy First"
"242","The Impossible Game","May 8, 2014","$2.99","N/A (N/A/64%)","50,000 .. 100,000","00:00 (00:00)","Grip Games","Fluke Games"
"247","Rulers of Nations","Jul 16, 2014","$19.99","N/A (N/A/63%)","50,000 .. 100,000","00:00 (00:00)","Eversim","Eversim"
"250","Quest for Infamy","Jul 10, 2014","$9.99","N/A (N/A/63%)","50,000 .. 100,000","00:00 (00:00)","Infamous Quests","Phoenix Online Publishing"
"252","Qora","Oct 2, 2014","$9.99","N/A (N/A/63%)","50,000 .. 100,000","00:00 (00:00)","Holden Boyles, Ciprian Stanciu","Curve Games"
"265","Shadow Ops: Red Mercury","Jul 2, 2014","$6.99","N/A (N/A/61%)","50,000 .. 100,000","00:00 (00:00)","Zombie Studios","Atari"
"266","Spate","Mar 28, 2014","N/A","N/A (N/A/61%)","50,000 .. 100,000","00:00 (00:00)","Eric Provan - Ayyo Games","Ayyo Games"
"267","Wings! Remastered Edition","Oct 17, 2014","$14.99","N/A (N/A/61%)","50,000 .. 100,000","00:00 (00:00)","Cinemaware","Starbreeze Publishing AB"
"288","Pineview Drive","Jul 31, 2014","$0.99","N/A (N/A/58%)","50,000 .. 100,000","00:00 (00:00)","VIS-Games","United Independent Entertainment"
"290","Shadow Puppeteer","Sep 29, 2014","$14.99","N/A (N/A/57%)","50,000 .. 100,000","00:00 (00:00)","Sarepta studio","Snow Cannon Games"
"291","Jet Car Stunts","May 1, 2014","$2.99","N/A (N/A/57%)","50,000 .. 100,000","00:00 (00:00)","GRIP Digital s.r.o.","bitComposer Games"
"304","Moebius: Empire Rising","Apr 15, 2014","$14.99","N/A (N/A/54%)","50,000 .. 100,000","00:00 (00:00)","Phoenix Online Studios","Phoenix Online Publishing"
"305","Akaneiro: Demon Hunters","Nov 25, 2014","N/A","N/A (N/A/53%)","50,000 .. 100,000","00:00 (00:00)","Spicy Horse","Spicy Horse"
"307","Harvester","Apr 4, 2014","$5.99","N/A (N/A/53%)","50,000 .. 100,000","00:00 (00:00)","DigiFX Interactive","Nightdive Studios"
"310","Blade Kitten","May 22, 2014","$2.99","N/A (N/A/52%)","50,000 .. 100,000","00:00 (00:00)","Krome Studios","Krome Studios"
"314","Light","Jul 14, 2014","N/A","N/A (N/A/49%)","50,000 .. 100,000","00:00 (00:00)","Just A Pixel Ltd.","Team17 Digital Ltd"
"322","Only If","Jul 25, 2014","Free","N/A (N/A/39%)","50,000 .. 100,000","00:00 (00:00)","Creability","Creability"
"350","Steel & Steam: Episode 1","Jul 16, 2014","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Red Meat Games","Digerati Distribution"
"361","Team Indie","Oct 8, 2014","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Brightside Games","Brightside Games"
"362","Chronicles of a Dark Lord: Episode 1 Tides of Fate Complete","Dec 19, 2014","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Kisareth Studios","Kisareth Studios"
"365","TDP5 Arena 3D","Sep 15, 2014","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Javelin OÜ","Javelin OÜ"
"366","Daedalus - No Escape","Oct 28, 2014","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Patrice Meneguzzi","Patrice Meneguzzi"
"370","NS2: Combat","Oct 31, 2014","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Faultline Games","Unknown Worlds Entertainment"
"371","DRAKERZ-Confrontation","May 19, 2014","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Peoleo Entertainment","Peoleo Entertainment"
"372","Blast Em!","Jan 22, 2014","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Xiotex Studios Ltd","Xiotex Studios Ltd"
"373","Battlegrounds of Eldhelm","Oct 22, 2014","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Essence Ltd.","Essence Ltd."
"377","7 Days to Die Dedicated Server","Jul 8, 2014","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","","Daedalic Entertainment"
"378","PAC-MAN MUSEUM","Feb 26, 2014","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","BANDAI NAMCO Studio Inc.","BANDAI NAMCO Entertainment"
"387","Nanofights","Dec 11, 2014","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Quantumfrog","Libredia"
"411","The Collider","Sep 15, 2014","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Shortbreak Studios s.c.","Shortbreak Studios s.c."
"413","Sisyphus Reborn","Dec 19, 2014","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Edwin Montgomery, Myshkin Entertainment","Myshkin Entertainment"
"495","Burning Cars","Jan 31, 2014","$5.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Polynetix Studio","Polynetix Studio"
"499","Solar Struggle","Nov 18, 2014","$5.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Z-Software","Z-Software GmbH"
"619","Tex Murphy: Overseer","Jun 12, 2014","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Access Software","Nightdive Studios"
"622","Angels of Fasaria: Version 2.0","Dec 9, 2014","$1.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Fasaria Works","NSE"
"630","Airship Dragoon","Aug 26, 2014","$19.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","YorkshireRifles","YorkshireRifles"
"646","The Campaign Series: Fall Weiss","May 30, 2014","$0.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Wastelands Interactive","Conglomerate 5"
"648","Mining & Tunneling Simulator","Mar 5, 2014","$0.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","United Independent Entertainment GmbH","United Independent Entertainment GmbH"
"660","Tales From The Dragon Mountain: The Strix","Feb 20, 2014","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Cateia Games","Cateia Games"
"700","Evopollution","Apr 23, 2014","$0.69","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Atapki","Atapki"
"706","Tex Murphy: Martian Memorandum","Jun 12, 2014","$5.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Access Software","Nightdive Studios"
"751","Eterium","Apr 15, 2014","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Rogue Earth LLC","Rogue Earth LLC"
"757","Whisper of a Rose","Nov 14, 2014","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","RosePortal Games","KOMODO"
"803","Tex Murphy: Mean Streets","Jun 12, 2014","$5.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Access Software","Nightdive Studios"
"810","Rhythm Destruction","Jun 16, 2014","$4.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Curious Panda Games","Curious Panda Games"
"820","Nicolas Eymerich - The Inquisitor - Book 1 : The Plague","Apr 30, 2014","$4.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Ticonblu","M.INDIE"
"843","Final Rush","Jan 17, 2014","$4.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Strike Games","Strike Games"
"852","Strategic War in Europe","Mar 21, 2014","$0.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Wastelands Interactive","Conglomerate 5"
"853","Starion Tactics","Sep 5, 2014","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Corncrow Games",""
"856","Aveyond 3-2: Gates of Night","Apr 18, 2014","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Amaranth Games, LLC","KOMODO"
"859","Let's Sing","Feb 13, 2014","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Voxler Games","Ravenscourt"
"861","Cargo 3","Dec 8, 2014","$4.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Vinci Games","Vinci Games"
"866","Guise Of The Wolf","Jan 24, 2014","$2.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","FUN Creators","FUN Creators"
"873","Industry Empire","Jul 30, 2014","$11.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Actalogic","rondomedia GmbH"
"882","War on Folvos","Aug 8, 2014","$3.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Lonely Troops","Lonely Troops"
"884","Dracula 3: The Path of the Dragon","Apr 17, 2014","$7.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Microids","Microids"
"886","Zoo Rampage","Jul 9, 2014","$3.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","ViWo Games","ViWo Games"
"887","Dusty Revenge:Co-Op Edition","Feb 17, 2014","$14.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","PD Design Studio","PD Design Studio"
"891","Holy Avatar vs. Maidens of the Dead","Feb 20, 2014","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Silent Dreams","Headup Publishing"
"896","Smugglers 5","Apr 11, 2014","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Niels Bauer Games","Niels Bauer Games"
"905","1Quest","Dec 3, 2014","$3.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Ratz 'N' Godz, Storybird Games","Ratz 'N' Godz"
"913","The Few","Jun 18, 2014","$7.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","BlackMoon Design","BlackMoon Design"
"916","Hyper Fighters","Jan 23, 2014","$2.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Team 6 Studios","Funbox Media Ltd"
"923","Deadnaut","Nov 27, 2014","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Screwfly Studios","Screwfly Studios"
"928","Ship Simulator: Maritime Search and Rescue","Jul 1, 2014","$11.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Reality Twist GmbH","rondomedia GmbH"
"929","Into the Dark: Ultimate Trash Edition","May 1, 2014","$4.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Homegrown Games","Intr Studio Pty Ltd"
"932","Science Girls","Mar 20, 2014","$4.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Spiky Caterpillar","Hanako Games"
"937","Aveyond 3-1: Lord of Twilight","Feb 7, 2014","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Amaranth Games, LLC","KOMODO"
"944","Final Slam 2","Jun 12, 2014","$3.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Josh Tam Universe","OtakuMaker SARL"
"946","Gold Rush! Anniversary","Nov 7, 2014","$4.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Sunlight Games","Sunlight Games"
"952","EPOCH","Jun 5, 2014","$1.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Uppercut Games Pty Ltd","Uppercut Games Pty Ltd"
"958","Beeswing","Dec 10, 2014","$4.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","J. King-Spooner","erm..."
"965","Return to Mysterious Island 2","Mar 6, 2014","$7.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Kheops Studio","Microids"
"970","Deep Eclipse: New Space Odyssey","Oct 28, 2014","$0.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Ultravision Interactive","Conglomerate 5"
"974","Dungeon of Elements","Jun 12, 2014","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Frogdice","Frogdice"
"975","Glacier 3: The Meltdown","Jan 23, 2014","$2.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Team 6 Studios","Funbox Media Ltd"
"983","7 Wonders of the Ancient World","Feb 18, 2014","$6.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","MumboJumbo","Accelerate Games"
"985","DIG IT! - A Digger Simulator","Oct 14, 2014","$11.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Cape Copenhagen","rondomedia GmbH"
"987","Z Steel Soldiers","Aug 1, 2014","$12.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","TickTock Games","Rebellion"
"989","Tex Murphy: Under a Killing Moon","Jun 12, 2014","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Access Software","Nightdive Studios"
"990","Brink of Consciousness: The Lonely Hearts Murders","Nov 24, 2014","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","MagicIndie","Plug In Digital"
"992","Alpha Kimori 1","Mar 17, 2014","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Sherman3D","Sherman3D"
"999","Pro Wrestling X","Nov 18, 2014","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Wrestling Gamers United","Wrestling Gamers United"
"1005","Battle Mages","May 30, 2014","$3.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Targem Games","ESDigital Games"
"1008","RECYCLE","Sep 3, 2014","$11.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","rondomedia GmbH","rondomedia GmbH"
"1018","War in a Box: Paper Tanks","Jul 4, 2014","$4.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","DQ Team","DQ Team"
"1023","Point Perfect","Jul 17, 2014","$4.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Highcastle Studios","Plug In Digital"
"1024","Reversion - The Meeting (2nd Chapter)","Jul 8, 2014","$4.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","3f Interactive","3f Interactive"
"1041","GAUGE","May 23, 2014","$3.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Étienne Périn","Neko Entertainment"
"1042","Antisquad","May 22, 2014","$5.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","InsGames","INSGAMES LIMITED"
